f4_0,f4_1,f4_2,f4_3,label
0.0,2.3472762,2.212229,2.8612976,2
1.506825,5.474046,0.48437172,5.0077653,0
0.0,5.643347,4.5330887,3.7330503,1
0.0,0.8618659,1.7110536,3.2724357,2
0.0,0.96718043,0.014458358,3.3238144,2
0.0,6.290105,3.7201128,3.8613117,1
0.0,4.66612,2.5236905,3.9639034,1
0.0,2.8012812,0.0,3.595325,2
0.9818548,8.189142,2.9374897,5.7919955,0
1.0430372,8.221518,2.9332657,5.8058085,0
0.0,1.1911347,2.6754804,3.5831637,2
2.520672,8.377128,2.5203652,6.0114727,0
0.0,6.3808436,2.7521653,4.4721637,1
0.0,0.6607019,1.7918482,3.799537,2
0.0,2.9651518,2.1672676,2.4164557,1
0.13859546,6.2085543,2.3972073,4.721796,0
0.0,0.8921937,1.4422936,2.4879055,2
0.0,4.5630403,3.5147138,2.9993749,1
0.0,8.014479,3.4364214,5.846695,0
0.0,1.6081092,1.1332006,3.1001658,2
0.0,2.3335643,2.2603362,2.1133826,1
0.0,0.37330514,1.3306597,4.328199,2
2.1372123,7.2409096,0.86136776,5.4901814,0
2.4133382,9.037681,2.9893532,6.4817715,0
0.0,0.66349983,0.8232222,2.6968653,2
1.9334662,7.7608047,2.2168593,5.399875,0
2.8880024,8.147307,1.918103,5.6766744,0
0.0,4.889649,2.9666224,3.4285727,1
2.535284,8.00088,1.2039443,5.8893843,0
0.0,0.5793054,0.0,3.624834,2
0.0,5.6665974,4.264824,3.5175276,1
0.0,6.1659245,3.8964145,4.18079,1
1.561471,8.570943,2.994136,6.218665,0
1.6831309,7.8049345,2.8458254,5.9657726,0
0.71520007,5.6206827,1.1957269,4.100333,0
0.47767663,7.5245485,2.695319,5.4179707,0
1.5734447,8.366115,2.8639545,6.0696297,0
0.0,5.0460243,3.7421248,3.1816826,1
1.1585459,7.7595334,2.6130204,5.8994474,0
0.0,0.5896755,1.9275166,3.8354626,2
0.0,0.49230713,0.0,3.6172023,2
0.0,0.8164546,1.4947327,3.567009,2
1.6937344,8.781834,3.0607939,6.311512,0
2.7493072,9.12994,2.632249,6.295663,0
1.8441861,7.9002466,2.4370189,5.3890285,0
0.0,0.67437184,1.0988252,3.9472473,2
0.0,7.282058,2.6289046,4.8640585,0
0.42768103,1.3044275,0.0,4.6975017,2
2.4819145,8.985823,2.6794634,6.240921,0
2.5606434,8.649651,2.2339578,6.1479673,0
0.0,4.5786123,2.7860548,3.6671114,1
0.0,5.0630646,3.9680912,3.2779465,1
0.0,1.5890797,2.7171035,3.464398,2
0.0,0.46997374,1.2072015,4.044252,2
0.0,7.162928,2.8280823,5.379806,0
2.4691362,8.575694,2.533141,6.1604624,0
0.0,1.9677774,0.7718823,3.1249917,2
0.0,0.31857806,0.8108715,3.7136738,2
2.0891623,8.605766,2.7521746,6.362548,0
0.445199,7.843912,3.0581002,5.926765,0
0.93893903,3.1889184,0.0,4.8046894,2
1.6635042,5.330723,0.0,4.704354,0
1.6916286,8.911177,3.233007,6.538622,0
0.0,2.529214,3.8282702,3.2217822,2
0.0,1.1099873,2.063002,3.4188843,2
1.1459056,2.810677,0.0,4.6085124,2
0.0,6.6532674,2.9015665,5.2804623,0
0.0,1.393374,1.6200116,3.4411287,2
0.0,0.2790057,0.68114996,3.8986247,2
0.0,0.7397948,0.9012105,3.439311,2
1.2793784,7.488956,2.5873604,5.231427,0
0.0,3.8426614,3.869882,2.8878074,1
0.0,3.9438663,3.754048,3.0198755,1
0.0,0.42978933,0.033095956,3.8424053,2
2.694629,8.799962,2.464069,6.291486,0
0.0,0.8030563,1.7441351,3.5973384,2
0.0,5.561401,4.3245487,3.1607575,1
0.0,1.7788157,2.4124079,3.5386884,2
0.0,6.803277,3.0046725,5.192318,1
0.0,5.2295027,4.299233,3.4418201,1
0.93590605,6.564477,2.5824494,4.932737,0
0.0,0.7373468,1.8279719,3.2358484,2
0.0,0.59076685,1.2680931,3.00186,1
0.0,1.701043,1.237591,3.0872765,2
0.0,2.298514,3.2280111,3.677723,1
0.0,6.548031,4.2776823,4.3182993,1
2.0282779,8.580011,2.6163032,6.0439305,0
0.985989,6.9338646,2.2394867,5.170511,0
0.0,5.383341,4.264854,3.2741613,1
0.0,6.245385,3.7220721,3.917568,1
0.0,6.630411,2.7476091,5.027978,0
1.8094225,8.940688,3.0569103,6.382394,0
0.0,4.9302483,3.6381118,3.2437577,1
0.0,4.9940863,3.1683633,3.420961,1
0.0,6.8482695,3.0237212,5.030623,0
0.0,3.004506,3.2464664,2.679543,1
0.0,0.45137894,0.3200457,4.138423,2
0.0,3.2620587,3.0828824,2.6630778,1
0.0,0.5394432,0.0,3.7473488,2
0.0,2.058105,1.7771987,2.7284732,2
0.0,0.6671759,0.38855374,4.1380105,2
1.1290895,5.5566187,1.67284,4.3068643,0
0.0,6.0429893,3.2835252,4.76884,1
0.0,6.5923195,3.4365752,4.7815065,1
2.5594118,9.518454,3.1045763,6.5513716,0
0.0,6.6772337,2.9884,5.118129,0
2.6639938,9.330744,2.696812,6.476615,0
0.0,1.9808072,1.4763076,3.14112,2
2.1793308,6.9997983,0.40387416,5.545185,0
2.8222966,8.675727,2.1287577,6.147966,0
1.8906659,7.531542,2.1228614,5.6556826,0
0.0,0.85482657,0.102567196,2.5772567,2
2.7661858,9.513161,2.8720896,6.575137,0
2.5366561,9.089872,2.8252635,6.504881,0
1.3133544,8.228684,2.9577918,6.092199,0
0.0,3.6813426,4.3429394,3.2881837,1
0.0,0.59161305,1.2360935,3.0789244,2
0.0,7.071802,2.9127886,5.51216,0
0.0,5.2630744,3.8720126,3.1290102,1
0.0,5.445733,3.8308039,3.8361726,1
0.0,4.6436005,3.295393,3.2615013,1
2.092317,8.437925,2.7152708,6.0905952,0
0.0046269894,7.415821,2.7351215,5.258252,0
0.0,5.693264,4.3811545,3.6600304,1
2.7518597,8.852205,2.386817,6.22007,0
0.0,6.49976,4.291119,4.1993704,1
0.0,5.9499884,3.4044013,4.5530796,0
2.6135254,9.246961,2.8271475,6.344981,0
1.5497956,8.254328,2.9319186,6.1229687,0
0.0,5.2699394,4.054481,3.275864,1
0.0,4.665343,3.5518103,2.9825003,1
0.0,5.666296,3.1928566,3.731833,1
0.0,1.3015443,2.2653613,3.7434616,2
2.2334595,8.827961,2.3940294,6.2043753,0
0.5992316,8.01446,2.8206708,5.5696793,0
0.0,5.34559,2.9437845,4.3636384,1
0.0,2.4585774,3.1337514,2.4297104,1
0.081095815,6.856361,2.4927278,5.077967,0
0.0,6.346306,2.9546618,5.1897306,0
0.0,0.4716582,0.0,4.6741076,2
0.0,3.903758,3.251177,2.7156243,1
0.0,7.011965,3.2029042,4.740857,0
2.4257932,8.994891,2.7056098,6.3130646,0
1.9127399,9.199682,3.1502576,6.377086,0
0.0,3.122667,3.4067712,2.7288084,1
0.0,5.9316025,3.7277389,3.7930582,1
0.0,0.7344381,0.87546647,3.215203,2
0.0,0.9190666,1.6352758,3.1851213,2
0.0,4.919649,3.2208326,3.4895065,1
0.0,3.521027,4.0823655,2.98394,1
2.875072,9.393853,2.7728312,6.570471,0
0.0,4.6347795,2.3903956,3.8202643,1
1.6160718,8.335416,2.9387472,6.060505,0
0.0,1.0368482,1.8872018,3.3781443,2
0.0,1.1135671,1.6375492,2.6886754,2
0.79730606,7.3039055,2.5057917,5.135844,0
0.0,0.5580485,0.6654576,4.1204524,2
1.3561983,7.3913875,2.5934882,5.815299,0
0.0,6.0054607,2.964899,3.6002576,1
0.0,3.8697243,3.8994877,3.127885,1
1.9973211,6.818614,0.31763732,5.3652315,0
0.0,0.19227213,0.6338653,3.8694568,2
0.0,0.3210076,0.41516525,4.4189577,2
1.1976302,7.678688,2.6517544,5.657004,0
0.0,3.73976,3.4388604,2.688466,1
0.0,5.074644,2.6284502,3.5582821,1
0.0,4.5915775,3.2718616,3.0562232,1
2.1233904,8.822648,3.104575,6.437047,0
0.16631353,7.7334003,3.0609717,5.424968,0
0.0,0.17040855,0.20692056,4.110442,2
1.2692766,8.144886,2.931807,6.062335,0
0.0,1.5450245,1.3174233,2.799739,2
0.0,2.1540859,1.7939014,2.1055217,1
0.0,6.0933933,2.362601,4.3902407,0
0.0,0.42456573,0.5877022,3.5716615,2
1.3796079,6.7587957,1.3588287,5.03507,0
0.0,0.5768977,0.0,4.2843657,2
1.192358,8.148782,2.9340389,6.0002775,0
2.5850139,9.218133,2.845407,6.4209824,0
0.0,0.68602276,0.7687651,3.4516926,2
0.18010068,5.7597895,1.458961,4.4594393,0
1.6366662,5.1815467,0.0,4.7493625,0
0.0,3.9452329,4.1935816,3.2421937,1
1.7193096,6.163901,0.69612014,4.8047824,0
1.8297938,8.787565,2.8479629,6.2086973,0
0.0,0.45599663,0.0,3.7226517,2
0.0,4.5846777,3.9869037,3.2682166,1
1.6695629,7.518839,2.2227864,5.433616,0
0.0,5.5457954,2.303489,3.9276433,0
1.4006668,6.9115887,1.6020677,5.117568,0
0.0,4.3236365,3.3970647,2.8417332,1
0.0,5.092244,2.9288654,3.9851341,1
0.0,5.144943,3.109179,3.9902327,1
0.0,0.72758764,0.64382386,3.7514315,2
0.0,0.61661994,0.0,3.2744374,2
0.0,0.53207225,0.0,4.458285,2
2.3280282,9.074848,2.805111,6.4290457,0
0.76957977,6.3843546,2.8011737,4.9290557,0
0.0,5.0191317,3.222145,3.5474927,1
0.0,5.207018,3.5307305,3.6173558,1
0.0,6.3869457,2.9498358,5.2315416,0
1.7751739,7.5176344,2.5301242,5.529273,0
0.0,5.5561867,2.944807,4.0016074,1
1.0067443,7.9474287,2.8668122,5.6898503,0
2.041311,7.796882,1.3629413,5.8795695,0
0.0,0.7542017,1.0040255,3.27481,2
0.0,0.5625135,0.6144407,3.5950341,2
1.4886056,4.6754255,0.0,4.355475,0
0.0,0.554847,0.8845865,4.139091,2
0.0,1.1687894,0.9300137,2.9316726,2
0.2368629,7.600754,2.8981874,5.549756,0
2.6562135,8.85385,2.4983099,6.1074505,0
0.0,4.3006506,3.5988026,2.8476655,1
0.022374421,0.5337288,0.0,3.8761036,2
0.3298427,7.359844,3.0705714,5.725788,0
2.6023521,8.740481,2.5532951,6.101768,0
1.0212541,7.038889,2.6741774,5.4668374,0
1.5074997,7.787364,2.4817262,5.5801497,0
0.0,6.9857125,2.9003272,4.914608,0
1.212238,4.572787,0.0,4.2724457,0
2.6615882,8.175165,1.9819821,5.6315346,0
0.0,3.271534,3.6600857,2.8301525,1
2.1899362,9.188427,3.2316134,6.4823294,0
0.0,5.2493134,4.0055704,3.1966028,1
0.0,4.203879,4.079769,3.2321138,1
0.0,6.284784,3.4851544,4.402186,1
2.776586,9.066486,2.59632,6.3343916,0
1.740159,8.634904,2.7861314,6.1884823,0
0.0,4.324671,4.114993,3.1951008,1
1.653156,5.9298544,0.23928586,5.349661,0
2.0087733,7.4878435,1.8417456,5.2721186,0
0.0,0.8098128,1.974057,4.0647645,2
0.0,2.112597,2.4221923,2.945382,2
0.0,0.49779153,0.014495432,3.4725747,2
1.5654432,8.665633,2.9684296,6.2786117,0
0.0,5.194053,3.5311606,3.6099489,1
1.666823,7.905593,2.9724045,5.8506904,0
0.0,0.78254133,1.9922165,3.8454278,2
0.85069,7.725402,2.5122278,5.5931096,0
0.0,5.366788,1.7998676,3.8744173,0
0.0,2.666514,2.9676657,2.6871753,1
0.0,0.5242836,1.0206394,4.087918,2
0.0,4.461622,3.0406184,3.0133092,1
0.0,0.6017859,0.46826184,3.7366917,2
0.0,5.4337416,4.0939054,3.5197086,1
0.0,4.5842648,4.443965,3.418036,1
0.0,5.3257093,3.469201,3.0575352,1
0.0,0.6832084,0.1948489,4.2620335,2
0.8992796,7.22581,2.5105126,5.335805,0
1.3403124,6.665302,2.0946631,5.1388435,0
2.0421276,8.694362,2.8281476,6.2527714,0
1.9802247,6.884477,0.21993303,5.4037857,0
0.0,0.52101064,0.38680696,3.9063375,2
1.3572471,7.491079,2.5260816,5.9114738,0
1.6167029,9.230142,3.3209357,6.370417,0
1.3561983,7.3913875,2.5934882,5.815299,0
1.8817625,6.344687,0.3529976,5.149971,0
0.0,4.2451305,3.1187532,2.912915,1
0.0,0.5758606,0.0,4.1562557,2
0.0,0.55692476,0.0,4.5080914,2
0.0,3.6999803,3.947893,3.0542037,1
0.0,6.72438,2.588083,4.9366355,0
1.6189854,8.755299,3.1186376,6.310013,0
0.0,5.0503545,3.5637534,3.2485363,1
0.94547534,6.7844653,2.1856046,4.9829407,0
0.0,0.52489215,0.0,3.5001016,2
0.0,1.3680142,1.2083735,2.6113303,2
2.3933601,9.418484,3.1864455,6.562251,0
0.86570144,8.633519,3.2012534,6.0895886,0
0.0,0.644054,0.0,3.7701197,2
0.0,8.264233,3.2282078,5.5587397,0
0.0,5.2703924,3.9242237,3.3635206,1
0.0,0.54191226,1.5746958,3.9672308,2
0.0,0.49774134,1.368592,3.6084242,2
0.0,6.243952,3.4194026,4.9129763,1
1.010072,7.909464,2.7478733,5.8891315,0
0.0,6.573905,3.353155,4.536723,1
2.2189534,8.6092005,2.3523521,6.077705,0
1.7589709,7.334008,2.4711165,5.484835,0
2.279305,9.468898,3.2048044,6.722555,0
0.0,5.1558332,2.0284586,3.7652752,0
0.0,0.5500767,0.0,3.2077658,2
0.0,3.975195,4.362963,3.2015991,1
0.0,1.249279,1.8483951,3.1283293,2
0.0,0.7332196,0.68380356,3.449143,2
0.5330449,5.3033886,0.085701406,4.370055,0
2.1266754,8.48404,2.2209895,5.969159,0
0.0,0.5723236,1.1015415,3.9925318,2
0.0,4.9964776,4.736467,3.5838475,1
0.0,1.5145613,1.4889407,2.4744468,2
0.89759403,4.8996468,0.08596748,4.422264,0
0.0,5.136796,4.378882,3.389173,1
0.0,4.1563926,4.006684,3.1009517,1
0.0,6.610952,2.609285,4.6676927,0
0.0,6.0430155,4.4885573,3.648078,1
0.0,0.6406101,0.9446115,3.459292,2
0.0,2.1238074,2.8439538,3.3228,1
1.8977438,6.24312,0.9437142,5.010464,0
0.0,6.145191,3.6702766,4.2586594,1
0.0,0.7529693,0.12438762,3.8020544,2
0.0,0.74649554,0.66804194,3.8643422,2
2.6625504,9.096358,2.7384295,6.226059,0
0.0,6.208543,2.7252421,4.85283,0
2.8900468,8.3548,1.8555137,5.950212,0
2.9286652,8.943019,2.0318182,6.1270633,0
1.6105951,8.162947,2.706286,5.854187,0
1.066072,8.059919,2.748733,5.702228,0
0.0,5.620702,4.1082416,3.4335456,1
0.0,5.109005,3.5300763,3.361812,1
0.8513733,8.020245,2.8699222,5.921357,0
0.0,4.2860813,3.482785,3.166459,1
0.11073518,7.9377384,3.0817313,5.6691647,0
2.8710144,8.878779,2.3138394,6.178162,0
0.48179436,8.080299,2.9591496,5.9158287,0
0.0,5.188699,3.376599,3.4840746,1
0.0,3.3976378,2.433987,2.9145885,1
0.05742228,7.304489,2.784189,5.071743,0
0.0,0.63310313,1.721556,3.6154625,2
0.0,5.0154343,2.7985892,3.774076,1
0.34621024,6.4584723,2.9954178,5.450658,0
2.1609135,9.06842,3.0338373,6.557243,0
0.0,3.7054777,3.2974212,2.821982,1
0.11870742,7.271496,2.7278793,5.4626827,0
0.0,5.40102,3.928978,3.4423814,1
0.49263418,7.539766,2.7994022,5.3227563,0
0.0,0.30511862,0.5335104,3.04666,2
1.7369267,8.370947,2.7645185,6.082224,0
0.0,3.1114368,2.7160647,2.382789,1
0.0,4.3568983,3.2670503,3.2553792,1
0.0,5.1353035,2.9353762,4.095674,1
0.0,1.5883596,2.4487953,3.531001,2
0.0,3.1735284,2.6371555,2.6376393,1
0.0,3.0295653,1.6597438,2.792347,1
0.0,5.515572,2.8435168,3.7655964,1
0.0,5.1603374,2.2656922,3.9244096,0
0.55743575,6.590118,2.8513012,5.2546206,0
0.0,4.9753633,3.4832191,3.08326,1
0.0,2.1014159,2.8584666,3.092958,1
0.0,3.902757,3.4305508,2.8054767,1
0.0,2.0304635,2.4780822,3.116233,1
0.0,0.57532847,1.5576831,4.304424,2
0.0,1.2257531,1.2560916,2.4971056,2
2.5437236,9.319359,2.9603324,6.602063,0
0.40277827,7.1866007,2.8541312,5.487304,0
0.09282243,7.220873,3.0543082,5.5807714,0
0.0,0.5157423,1.4487908,3.6537297,2
0.0,5.8143587,2.9016323,4.726002,1
0.0,5.632144,3.6894424,4.3434877,1
0.28414965,5.4078884,1.4039099,4.357811,0
0.026123524,6.7267427,2.756691,4.9443564,0
2.1709967,7.405253,1.1485466,5.474979,0
0.0,0.5565647,0.9668131,3.8854933,2
0.0,3.3289301,3.3603165,2.7927642,1
1.795334,7.915886,2.1591575,5.631343,0
1.3000054,3.0180185,0.0,3.7092185,0
2.6461449,8.822321,2.3474874,6.131097,0
0.0,2.1897564,2.6829207,3.2161312,1
0.5325984,1.8712871,0.0,4.889274,2
0.0,1.3213521,2.2809286,3.5693123,2
0.0,1.5389519,1.6746259,3.0225348,2
0.0,5.228817,3.226575,3.8412027,1
0.0,4.5261297,3.2551756,2.8659325,1
0.65363276,7.1670327,2.3901272,5.0760365,0
1.5859895,8.989641,3.157301,6.3636923,0
2.051768,8.288261,2.3127327,5.7940226,0
0.0,0.6097171,0.73708993,4.0890174,2
0.0,3.5869355,3.7344942,2.9280949,1
0.41580582,5.0615354,1.8346398,3.925603,0
1.5187931,8.098369,2.5828385,5.702099,0
1.6393158,7.667838,2.595991,5.8817015,0
0.0,1.357994,0.8378659,2.317387,1
0.0,5.057103,2.6863825,3.82694,1
0.0,1.9825978,2.3102925,3.1195016,2
0.0,5.801389,3.7378013,3.6453342,1
0.9796598,6.9231205,2.0039527,5.0470724,0
2.0805106,8.892891,2.8389418,6.3874273,0
1.1077789,7.9033012,2.8110013,5.5630803,0
0.0,1.945364,0.45189774,3.3976479,2
0.0,2.5340705,1.9834169,2.2469678,1
1.7736291,7.537572,1.6720144,5.468561,0
2.8227825,9.062112,2.5729496,6.1863346,0
0.22462547,6.511323,2.0284534,4.6935787,0
0.0,6.582896,2.81989,4.9645643,0
0.08511019,7.310072,2.4881735,5.2424603,0
2.7924554,8.83125,2.320129,6.2574105,0
0.0,0.60234535,0.0,3.317017,2
0.0,0.9403238,1.5629883,2.7784667,2
1.5437794,7.981336,2.9044914,6.3244934,0
2.359076,7.6192083,1.4309953,5.4875283,0
0.0,7.274398,3.1409628,5.6545143,0
0.0,6.487013,2.3222582,4.774582,0
0.0,2.9191751,2.5578668,2.770596,1
0.0,0.34073102,1.6328688,2.7270932,2
1.1673008,8.125196,2.837115,6.0617332,0
0.0,0.42222124,1.6756048,4.0669146,2
2.5220718,7.9457426,1.7526336,5.6238055,0
0.62074375,5.4413953,1.7403911,4.0756435,0
0.0,0.4111321,0.0,2.3772728,2
1.5957788,8.114319,2.8312805,5.865039,0
0.0,0.76408315,0.40325546,3.5987167,2
0.0,0.46162245,1.2994757,3.3365288,2
0.0,0.5073302,0.0,4.327462,2
0.0,4.6971655,4.2955065,3.332068,1
0.0,5.0406113,3.2827053,3.4009552,1
0.0,0.4857506,0.0,3.0134585,2
0.0,0.575655,1.0940175,3.6737719,2
0.0,3.9535303,4.1122584,3.4116023,1
0.0,6.0538864,3.5183208,4.823433,1
0.0,4.352954,2.566423,3.4761434,0
0.0,5.5285473,3.4839215,3.197472,1
1.6420811,8.56026,3.4042718,6.547166,0
1.8500485,8.316654,2.6878457,5.6467075,0
1.6179281,7.8172526,2.7163963,5.8491764,0
0.0,7.1476173,2.9825828,5.453462,0
2.4592109,8.333184,2.6993327,5.9500427,0
0.0,4.8742247,4.3678083,3.3435788,1
0.5788902,7.6194286,2.8624213,5.7078967,0
0.0,0.18994951,0.4694544,3.7378185,2
2.3152165,8.740758,2.4972162,6.293975,0
0.0,6.7080107,2.580434,5.1115637,1
0.3773663,6.8389845,2.335246,5.0916443,0
0.0,3.0781035,3.90126,2.8562765,1
0.0,6.2848783,4.143451,4.062712,1
2.3015842,9.135706,3.0906193,6.37031,0
1.516729,7.125863,2.6456394,5.639243,0
3.075191,8.422776,1.785527,6.076126,0
1.2172105,2.1952496,0.0,4.8265343,2
0.0,5.2782555,2.4528978,4.0022516,1
0.0,2.63587,1.5989683,2.827611,1
0.9975556,6.22285,2.194905,4.769806,0
0.0,6.1322374,3.6434116,4.305499,1
0.0,1.8481531,1.5060406,2.599671,1
0.37918866,7.8747997,2.731299,5.454714,0
0.0,4.2245507,3.0907667,3.2669687,1
0.0,0.5465256,1.710587,3.663456,2
0.0,4.969128,3.3527641,3.4861422,1
0.0,4.57596,3.7104561,3.032561,1
0.74149597,7.5887537,2.7399094,5.705038,0
0.031130552,6.4622703,2.2274647,4.365707,0
0.0,2.8255904,3.5254097,2.9488914,1
1.9822959,8.097757,2.253153,5.7050185,0
0.0,3.928934,2.7458332,2.923715,1
0.0,5.5538006,4.1738234,3.5845776,1
0.0,3.4298182,3.975667,2.8478036,1
0.0,3.7628822,2.8407211,2.9172509,1
0.0,5.537532,4.120981,3.3517258,1
0.0,5.4270515,4.1477995,3.3594217,1
0.0,2.3299267,3.085182,3.1516826,2
1.7582481,7.8598285,2.2907894,5.6709347,0
0.0,3.9179916,3.507008,2.7769008,1
0.0,4.3215227,3.9762802,3.0278258,1
0.0,5.257261,3.6112225,4.0832043,1
0.22368152,1.4473863,0.0,3.9056318,2
0.0,5.534151,4.1496654,3.4139583,1
2.8404174,8.968643,2.4391885,6.204097,0
0.6659856,7.5303297,2.9331226,5.8788986,0
2.683918,9.131922,2.8019989,6.513432,0
0.0,0.6070732,0.0,4.2073073,2
0.0,0.9337295,1.97735,3.174423,2
2.4868858,9.103073,2.879043,6.227723,0
0.0,0.50091743,0.0,4.3378153,2
0.0,5.533774,4.228715,3.5257006,1
1.8546653,7.936841,2.6837096,5.775753,0
1.8913127,8.666444,2.815301,6.1965423,0
0.0,6.0113573,2.4820936,4.515398,0
0.0,5.7074213,2.7373865,4.568569,0
0.0,1.1603509,0.47122824,3.1936886,2
0.0,0.57532847,1.5576831,4.304424,2
0.0,6.2246976,2.188833,4.3747168,0
0.0,1.0794624,1.8051051,2.7635636,2
0.31910992,1.6297421,0.0,4.444578,2
2.5190709,9.061128,2.8023152,6.4642887,0
0.0,0.7542017,1.0040255,3.27481,2
2.4400427,9.015212,2.7554104,6.393689,0
0.0,1.4535098,0.0,3.2473683,2
0.0,5.7943096,3.9440281,3.5188248,1
0.42768103,1.3044275,0.0,4.6975017,2
0.0,5.3346896,2.6996667,3.6985278,1
0.0,0.54225135,1.3545572,4.0981097,2
2.1261265,8.691846,3.0605571,6.257196,0
0.0,5.490856,3.1299822,4.200916,1
2.2812908,8.379422,2.5158765,5.81934,0
2.8646178,9.442701,2.6602495,6.4559603,0
2.9594448,8.833333,1.735625,6.2590647,0
0.0,0.58770895,0.4308964,4.153059,2
2.1362457,8.779231,2.6605716,6.0877333,0
1.9007155,6.573101,0.5224695,5.1535616,0
0.0,2.6289103,3.7363923,3.5001132,1
0.0,0.7373468,1.8279719,3.2358484,2
1.1161935,8.186556,3.0297296,6.1305113,0
0.0,1.2466383,0.0,3.2873461,2
0.0,5.714468,4.0316205,3.7392483,1
2.2239048,7.2095532,1.4658535,5.3116465,0
0.7213228,7.4674597,2.5697227,5.8169003,0
0.059513643,0.4586058,0.0,3.6994383,2
0.0,6.958792,3.0803082,4.8376684,0
0.40786678,2.5462842,0.0,3.4413252,0
2.7044022,8.773423,2.31944,6.04502,0
0.0,4.2369747,4.316916,3.4795806,1
0.0,6.640741,2.6203005,4.7101574,0
0.0,0.67454934,0.79762137,4.226999,2
0.0,0.5738196,0.2277757,3.33319,2
2.014985,8.504849,2.7869747,6.288795,0
0.0,0.5830283,1.416847,3.8363526,2
0.0,5.6860704,4.110979,3.4272747,1
0.0,3.1310778,2.6981623,2.5471303,1
0.0,6.588296,2.4550667,4.7252955,0
0.0,5.5732718,4.0128407,3.59698,1
2.1650357,8.670728,2.6769946,6.36535,0
0.0,4.2812567,2.935526,2.5577154,1
0.731456,5.5294814,1.8176689,4.407612,0
0.0,5.963051,3.6728013,3.9555817,1
2.19243,8.08631,2.2620018,5.509604,0
0.0,2.5976448,3.3060546,3.3181038,2
1.9975159,8.785506,2.804196,6.2407646,0
0.0,5.173481,2.65012,4.127449,0
0.0,0.23149705,0.44227582,3.9801402,2
2.0904706,7.981621,2.476541,5.5155373,0
0.0,6.0869436,2.4980059,4.676544,0
0.0,5.732355,2.9500062,3.9181168,1
0.0,0.4831666,0.0,4.197879,2
3.0093002,8.896948,2.5219767,6.1974463,0
0.5170044,8.338568,3.2015998,6.0100627,0
0.5498462,6.458574,1.9156209,4.603985,0
0.0,5.263832,2.8324008,4.2273655,0
0.0,0.60209394,0.7843529,3.8643322,2
0.0,6.7385736,2.9982328,5.183062,0
1.9959142,8.60982,2.39402,6.051771,0
2.4840524,8.511937,2.349916,6.0000153,0
1.6956586,8.595904,2.9999776,6.305807,0
1.7585555,8.977554,3.109305,6.53172,0
0.0,0.41512054,1.0706215,4.163728,2
0.0,5.214454,4.341809,3.4482927,1
2.08292,8.74612,2.7548375,6.3426785,0
0.0,4.5983367,2.564608,3.3918424,1
0.0,0.5205425,0.6332353,3.0231056,2
1.8471276,8.862623,3.082769,6.2624254,0
0.0,0.5354283,0.0,4.145829,2
0.0,6.101575,3.0563498,4.542305,1
0.0,1.6100669,1.050487,2.2192662,1
0.964887,7.3514633,2.2863123,5.3059807,0
0.0,4.3400383,3.3628674,3.0676963,1
1.5387416,7.105858,2.650836,5.485112,0
2.441204,8.8106365,2.904231,6.3066115,0
1.2713504,7.09598,1.8323977,4.9269223,0
0.0,1.8696632,1.9081576,2.9339683,2
1.6420738,6.8238354,1.555683,5.041091,0
2.8767877,7.9075146,1.3874353,5.724679,0
0.0,0.5078635,1.4672176,3.6351676,2
2.6512647,8.820593,2.5027704,6.2685757,0
1.3896824,8.431805,2.9939446,6.268404,0
0.0,0.52033097,0.0,3.7515323,2
0.67875755,7.378927,2.659686,5.5238614,0
0.0,5.6826367,3.9387074,3.1980762,1
0.70584834,4.946415,1.3105747,4.1222935,0
2.4867668,8.778627,2.7624776,6.257735,0
0.0,4.144695,3.1152859,2.4042988,1
0.0,0.6058426,0.7550088,4.0265675,2
1.6514747,7.984392,2.399661,5.6004295,0
0.0,4.1732974,3.457526,2.758144,1
0.0,0.4925648,0.24786818,4.302412,2
1.6218694,4.903314,0.0,5.162315,0
0.0,6.2635775,3.1679196,4.3022127,1
2.3473964,8.609052,2.6634011,6.381482,0
0.0,6.3057375,4.2207055,4.3948855,1
0.0,4.6103067,4.3418355,3.3577223,1
0.0,4.1191835,3.0713782,3.2600474,1
1.4287059,7.562492,3.2100492,5.9758244,0
0.0,7.1656675,3.0503225,5.057375,0
0.9152968,7.4665565,2.2441125,5.38113,0
2.5247312,8.72327,2.707034,6.253575,0
0.0,6.301863,3.3494473,4.503429,1
0.0,6.9183664,2.9401703,5.2274694,0
0.0,0.24034798,0.5752679,3.7505984,2
0.0,5.3963614,4.881515,3.7107291,1
2.169136,7.654921,2.1267776,5.3891163,0
0.0,4.3904905,4.1228275,3.4038682,1
0.0,0.53096294,0.05135441,3.667131,2
1.1545508,8.9485035,3.1157744,6.339861,0
0.0,3.603396,2.7852921,2.7475374,1
0.0,2.2260447,2.2481182,3.0931907,1
0.33901036,7.5197935,2.8171833,5.8145227,0
1.9090804,8.274812,2.8368704,6.0129085,0
2.8226361,8.912553,2.470289,6.3036838,0
1.3157678,7.941598,2.435786,5.7160397,0
0.33703995,6.0417185,2.43215,4.919774,0
2.1455684,8.775365,2.8775861,6.3893423,0
2.992202,9.085672,2.332862,6.2973857,0
0.0,0.5965909,1.8657749,4.163125,2
0.0,3.2062166,2.8933425,2.481321,1
0.0,5.463069,3.946697,3.349677,1
1.5408204,5.4197016,0.45240736,4.4542966,0
